dataset,features_varied,metrics,numb_of_cfs,f1_score
Census,all,obta,98,0.6008968609865469
Census,all,obta,100,0.22388059701492538
Census,all,all,100,0.9637305699481865
Census,all,all,100,0.6206896551724138
Census,all,all,100,0.5384615384615384
Census,all,all,99,0.6713286713286712
Census,all,all,100,0.4065934065934066
Census,all,all,100,0.5815602836879432
Census,all,all,99,0.20338983050847456
Census,all,all,97,0.9795918367346939
Census,all,all,100,0.6210045662100457
Census,all,all,100,0.2585034013605442
Census,all,all,100,0.9690721649484536
Census,all,all,99,0.6206896551724138
Census,all,all,100,0.6877828054298643
Census,all,all,100,0.6713286713286712
Census,all,all,100,0.4999999999999999
Census,all,all,100,0.5611510791366906
Census,all,all,100,0.3458646616541353
Census,all,all,99,0.9847715736040609
Census,all,all,100,0.6210045662100457
Census,all,all,100,0.2585034013605442
Census,all,all,100,0.9690721649484536
Census,all,all,100,0.6301369863013699
Census,all,all,100,0.6138613861386139
Census,all,all,99,0.6713286713286712
Census,all,all,100,0.4999999999999999
Census,all,all,99,0.5714285714285715
Census,all,all,99,0.3458646616541353
Census,all,all,100,0.9795918367346939
Census,all,all,100,0.6210045662100457
Census,all,all,100,0.2585034013605442
Census,all,all,100,0.9743589743589743
Census,all,all,99,0.6206896551724138
Census,all,all,100,0.42458100558659223
Census,all,all,99,0.6713286713286712
Census,all,all,100,0.33720930232558144
Census,all,all,100,0.5714285714285715
Census,all,all,99,0.4142857142857143
Census,all,all,98,0.9795918367346939
Census,all,all,100,0.6210045662100457
Census,all,all,100,0.2585034013605442
Census,all,all,100,0.9743589743589743
Census,all,all,99,0.6206896551724138
Census,all,all,100,0.5384615384615384
Census,all,all,100,0.6713286713286712
Census,all,all,100,0.4999999999999999
Census,all,all,99,0.6577181208053691
Census,all,all,99,0.3458646616541353
Census,all,all,98,0.9795918367346939
Census,all,all,98,0.6210045662100457
Census,all,all,100,0.2585034013605442
